Customer_ID,Net_Worth,Annual_Income,Risk_Appetite,Primary_Investment,Secondary_Investment,Savings_Percentage,Debt_to_Income_Ratio,Retirement_Fund,Preferred_Advisor
CUSTW-04823,1871437.76,64726.21,High,Cryptocurrency,Mutual Funds,36.7,0.0,292609.92,Human Financial Advisor
CUSTW-04824,4423161.78,201241.11,Low,Real Estate,Cryptocurrency,29.54,0.16,379423.19,Robo-Advisor
CUSTW-04825,1262459.04,167361.89,High,Mutual Funds,Cryptocurrency,46.75,0.58,752176.08,Robo-Advisor
CUSTW-04826,4955171.23,403433.66,Low,Savings,Mutual Funds,32.81,0.61,572819.99,Human Financial Advisor
CUSTW-04827,1355073.29,398465.84,High,Cryptocurrency,Savings,42.05,0.94,650025.81,Human Financial Advisor
CUSTW-04828,4467646.16,319200.49,High,Real Estate,Bonds,20.7,0.76,466969.45,Human Financial Advisor
CUSTW-04829,1349860.64,185494.7,Moderate,Bonds,Savings,8.7,0.27,408400.46,Human Financial Advisor
CUSTW-04830,1403045.75,165007.41,Low,Mutual Funds,Stocks,47.95,0.22,357156.99,None
CUSTW-04831,609727.13,418410.51,High,Stocks,Bonds,38.55,0.35,41542.48,None
CUSTW-04832,3746175.27,309730.95,High,Gold,Cryptocurrency,15.49,0.35,558062.48,None
CUSTW-04833,3598938.61,325840.19,High,Real Estate,Mutual Funds,22.13,0.46,902200.63,Human Financial Advisor
CUSTW-04834,4215939.05,220955.31,Moderate,Cryptocurrency,Savings,24.56,0.72,874554.63,Robo-Advisor
CUSTW-04835,1426692.67,333407.3,Low,Bonds,Stocks,30.93,0.77,286005.96,None
CUSTW-04836,4629784.28,165073.64,Moderate,Stocks,Bonds,45.79,0.66,467324.07,None
CUSTW-04837,954617.72,372236.14,Moderate,Gold,Stocks,21.82,0.84,236903.36,Human Financial Advisor
CUSTW-04838,105782.17,85887.41,High,Mutual Funds,Stocks,7.95,0.02,723670.69,Robo-Advisor
CUSTW-04839,1078358.72,250576.31,Low,Real Estate,Cryptocurrency,12.74,0.83,558396.69,Human Financial Advisor
CUSTW-04840,833641.72,205086.56,Moderate,Savings,Mutual Funds,30.57,1.0,861803.78,None
CUSTW-04841,380328.53,207661.96,Moderate,Stocks,Cryptocurrency,46.43,0.66,158688.44,None
CUSTW-04842,4787132.79,412095.15,Low,Stocks,Gold,12.41,0.88,445146.57,Robo-Advisor
CUSTW-04843,4567931.42,106936.53,High,Mutual Funds,Bonds,15.75,0.88,376414.6,None
CUSTW-04844,3387264.2,339303.03,Moderate,Real Estate,Cryptocurrency,31.24,0.25,563264.21,Human Financial Advisor
CUSTW-04845,989075.83,158540.91,Moderate,Stocks,Cryptocurrency,15.05,0.88,434708.12,Human Financial Advisor
CUSTW-04846,2866113.58,329543.19,High,Gold,Real Estate,40.84,0.2,94886.45,Robo-Advisor
CUSTW-04847,2151589.9,215344.2,Moderate,Savings,Stocks,17.68,0.54,534294.29,None
CUSTW-04848,327535.94,44183.28,Low,Gold,Real Estate,31.34,0.35,751703.91,Robo-Advisor
CUSTW-04849,419525.38,375922.64,Moderate,Bonds,Mutual Funds,43.74,0.18,741391.16,None
CUSTW-04850,3290221.98,230159.89,High,Gold,Savings,31.89,0.39,623849.9,None
CUSTW-04851,3190650.49,41930.19,Moderate,Real Estate,Mutual Funds,49.32,0.69,751771.01,Robo-Advisor
CUSTW-04852,402982.79,177523.38,High,Stocks,Gold,8.68,0.21,838781.87,Robo-Advisor
CUSTW-04853,4170650.9,156206.25,Low,Gold,Stocks,18.62,0.4,777897.44,Robo-Advisor
CUSTW-04854,4751909.12,112273.78,Low,Mutual Funds,Bonds,12.08,0.84,826126.78,None
CUSTW-04855,190929.81,493520.07,High,Gold,Mutual Funds,8.11,0.64,596811.15,Human Financial Advisor
CUSTW-04856,407827.72,253564.03,Low,Bonds,Savings,17.14,0.07,623961.88,Human Financial Advisor
CUSTW-04857,3958605.52,497292.33,Moderate,Gold,Bonds,36.02,0.22,5448.53,Human Financial Advisor
CUSTW-04858,3268977.97,300743.93,Low,Savings,Cryptocurrency,38.72,0.58,578753.59,None
CUSTW-04859,415573.31,245806.05,High,Stocks,Mutual Funds,15.56,0.45,466294.23,Human Financial Advisor
CUSTW-04860,3613967.35,373462.75,Low,Savings,Stocks,11.16,0.73,814340.96,Robo-Advisor
CUSTW-04861,2874814.97,45372.42,Low,Cryptocurrency,Gold,16.63,0.49,66583.63,None
CUSTW-04862,292241.11,267201.23,Moderate,Cryptocurrency,Bonds,32.44,0.55,569761.19,None
CUSTW-04863,1031683.52,196160.71,High,Cryptocurrency,Gold,43.54,0.13,663807.99,None
CUSTW-04864,1271597.19,236145.3,Moderate,Bonds,Mutual Funds,45.5,0.75,759089.32,Human Financial Advisor
CUSTW-04865,1654887.19,221266.01,Moderate,Bonds,Real Estate,8.63,0.51,964823.8,Robo-Advisor
CUSTW-04866,4477913.33,401735.07,Moderate,Cryptocurrency,Gold,6.0,0.68,868362.89,Human Financial Advisor
CUSTW-04867,1597166.98,437806.33,High,Mutual Funds,Stocks,33.16,0.16,276242.1,Human Financial Advisor
CUSTW-04868,4137781.38,443293.23,High,Gold,Stocks,16.43,0.73,599940.57,None
CUSTW-04869,3645481.78,385728.14,Low,Savings,Real Estate,21.52,0.14,196553.08,None
CUSTW-04870,2010062.86,158467.29,Low,Bonds,Real Estate,29.6,0.72,799766.22,Human Financial Advisor
CUSTW-04871,1878616.57,348443.96,High,Stocks,Cryptocurrency,39.34,0.03,752103.24,Robo-Advisor
CUSTW-04872,3372369.34,61997.88,Low,Cryptocurrency,Mutual Funds,35.64,0.41,149607.02,Robo-Advisor
CUSTW-04873,3019493.77,229462.7,High,Stocks,Real Estate,29.27,0.21,796597.41,None
CUSTW-04874,1746152.38,415299.97,High,Real Estate,Cryptocurrency,23.84,0.02,122996.75,Robo-Advisor
CUSTW-04875,1875880.63,343917.23,High,Real Estate,Mutual Funds,8.23,0.35,223120.77,None
CUSTW-04876,1761949.97,140030.71,Low,Cryptocurrency,Savings,32.77,0.97,531908.46,Human Financial Advisor
CUSTW-04877,293624.1,158531.03,Low,Stocks,Bonds,22.18,0.07,672754.62,Human Financial Advisor
CUSTW-04878,1164261.95,492088.5,High,Mutual Funds,Real Estate,27.22,0.29,803809.68,Human Financial Advisor
CUSTW-04879,3915164.46,347584.61,Low,Savings,Mutual Funds,27.88,0.41,606627.17,Human Financial Advisor
CUSTW-04880,3202660.49,411114.34,Low,Savings,Bonds,7.47,0.15,980081.62,Robo-Advisor
CUSTW-04881,3341750.64,156390.47,Moderate,Gold,Bonds,45.11,0.65,936176.9,Human Financial Advisor
CUSTW-04882,4675544.99,350641.83,Moderate,Gold,Savings,40.41,0.33,944148.96,Human Financial Advisor
CUSTW-04883,4322732.95,347746.32,Moderate,Mutual Funds,Real Estate,28.22,0.49,615934.61,None
CUSTW-04884,4764543.24,70053.42,Low,Savings,Bonds,48.12,0.17,394802.11,None
CUSTW-04885,2561971.57,365558.36,High,Stocks,Real Estate,8.89,0.67,963749.95,Human Financial Advisor
CUSTW-04886,822075.17,250966.76,Moderate,Stocks,Mutual Funds,5.4,0.97,320489.43,Human Financial Advisor
CUSTW-04887,4069628.03,251086.21,Moderate,Real Estate,Cryptocurrency,16.53,0.2,569432.56,Robo-Advisor
CUSTW-04888,4828745.98,73947.86,Low,Mutual Funds,Bonds,37.69,0.32,581915.1,None
CUSTW-04889,313297.4,83456.05,High,Real Estate,Gold,13.72,0.92,130583.21,Robo-Advisor
CUSTW-04890,4732933.0,438852.59,Moderate,Mutual Funds,Stocks,14.42,0.24,955834.73,Human Financial Advisor
CUSTW-04891,3969355.9,119867.65,Moderate,Savings,Mutual Funds,9.22,0.56,823492.82,Human Financial Advisor
CUSTW-04892,1224851.38,191984.0,Moderate,Bonds,Savings,45.71,0.39,255852.45,Robo-Advisor
CUSTW-04893,558799.98,126685.78,High,Savings,Cryptocurrency,16.66,0.75,389997.78,Robo-Advisor
CUSTW-04894,1721032.96,364072.8,High,Bonds,Stocks,48.15,0.35,964872.24,None
CUSTW-04895,3355957.35,337808.34,Moderate,Real Estate,Bonds,45.48,0.72,795823.89,Robo-Advisor
CUSTW-04896,4996959.94,414990.52,Low,Gold,Cryptocurrency,49.37,0.53,291793.19,Human Financial Advisor
CUSTW-04897,4547445.95,310315.43,Moderate,Real Estate,Stocks,26.77,0.95,409231.05,Human Financial Advisor
CUSTW-04898,3365314.18,340485.4,High,Bonds,Real Estate,36.93,0.85,378985.44,Human Financial Advisor
CUSTW-04899,3295231.15,75166.3,Moderate,Mutual Funds,Gold,20.31,0.68,754815.69,None
CUSTW-04900,4666429.25,269873.84,High,Bonds,Mutual Funds,22.21,0.26,867392.29,Human Financial Advisor
CUSTW-04901,3276268.37,139680.37,Low,Stocks,Gold,23.56,0.63,867876.52,Robo-Advisor
CUSTW-04902,2094530.32,227331.48,Moderate,Cryptocurrency,Mutual Funds,15.17,0.81,996692.96,Human Financial Advisor
CUSTW-04903,613693.77,85532.45,Low,Real Estate,Stocks,19.32,0.33,681104.37,Robo-Advisor
CUSTW-04904,1062842.02,433239.54,Moderate,Real Estate,Mutual Funds,37.31,0.23,722284.41,Human Financial Advisor
CUSTW-04905,3578235.07,95112.67,High,Stocks,Real Estate,20.43,0.71,355241.64,None
CUSTW-04906,2275563.97,50570.53,Moderate,Stocks,Bonds,5.34,0.14,724504.26,Robo-Advisor
CUSTW-04907,2751433.04,449627.4,Low,Real Estate,Bonds,29.39,0.65,617898.77,None
CUSTW-04908,3109260.25,334445.15,High,Real Estate,Mutual Funds,46.06,0.05,512829.75,None
CUSTW-04909,975983.13,317096.89,Moderate,Gold,Stocks,37.81,0.57,74470.66,None
CUSTW-04910,4380025.12,369747.16,High,Cryptocurrency,Mutual Funds,37.0,0.09,349954.59,Robo-Advisor
CUSTW-04911,4780268.61,431149.6,Moderate,Cryptocurrency,Bonds,27.34,0.87,25005.92,Human Financial Advisor
CUSTW-04912,1224890.02,400205.62,Low,Mutual Funds,Bonds,22.0,0.8,226163.76,None
CUSTW-04913,4117287.84,195184.78,High,Mutual Funds,Cryptocurrency,24.93,0.24,862892.81,None
CUSTW-04914,2819072.45,431257.35,Moderate,Mutual Funds,Stocks,37.63,0.97,282769.3,Robo-Advisor
CUSTW-04915,1132360.71,271698.72,High,Gold,Real Estate,42.98,0.22,561015.36,Human Financial Advisor
CUSTW-04916,3339592.4,458437.47,Moderate,Gold,Mutual Funds,9.68,0.51,71158.13,None
CUSTW-04917,4208315.21,299115.96,High,Bonds,Gold,6.51,0.68,270179.73,Human Financial Advisor
CUSTW-04918,1115593.68,378792.42,Moderate,Cryptocurrency,Gold,49.2,0.77,692258.75,Robo-Advisor
CUSTW-04919,1209036.6,60441.83,Moderate,Mutual Funds,Stocks,25.62,0.9,758025.13,None
CUSTW-04920,354418.86,40070.7,Low,Gold,Savings,23.72,0.19,274445.92,Human Financial Advisor
CUSTW-04921,3592688.26,69892.37,Low,Real Estate,Cryptocurrency,10.9,0.4,242027.32,Human Financial Advisor
CUSTW-04922,530876.62,109034.84,Low,Savings,Mutual Funds,37.44,0.05,783046.59,Robo-Advisor
CUSTW-04923,3343103.64,125611.68,High,Cryptocurrency,Stocks,36.84,0.47,861212.8,Robo-Advisor
CUSTW-04924,4474416.65,445828.23,High,Real Estate,Stocks,6.51,0.71,824974.44,None
CUSTW-04925,652209.63,161281.63,High,Bonds,Stocks,49.56,0.91,159869.58,Human Financial Advisor
CUSTW-04926,670374.73,273263.33,Moderate,Cryptocurrency,Mutual Funds,27.45,0.04,180387.31,Robo-Advisor
CUSTW-04927,1642405.91,294653.76,Low,Mutual Funds,Gold,45.19,0.75,470449.2,Robo-Advisor
CUSTW-04928,663962.06,177871.43,Moderate,Cryptocurrency,Mutual Funds,21.87,0.64,602498.67,None
CUSTW-04929,3536264.27,126623.75,Low,Savings,Bonds,37.93,0.03,63671.17,None
CUSTW-04930,3756195.92,421187.0,Moderate,Mutual Funds,Savings,13.47,0.37,590045.42,None
CUSTW-04931,2658256.56,434192.82,High,Mutual Funds,Gold,5.77,0.17,56744.4,Robo-Advisor
CUSTW-04932,3872811.5,211985.26,Moderate,Stocks,Mutual Funds,41.37,0.27,729662.52,Human Financial Advisor
CUSTW-04933,1436728.91,64542.11,Moderate,Savings,Mutual Funds,25.11,0.6,298009.29,Robo-Advisor
CUSTW-04934,2294415.74,197238.4,Moderate,Stocks,Cryptocurrency,22.54,0.6,884710.8,None
CUSTW-04935,3454615.93,48953.06,Moderate,Bonds,Gold,9.18,0.93,822532.74,None
CUSTW-04936,649201.62,450602.52,Moderate,Gold,Bonds,8.95,0.91,831477.24,Human Financial Advisor
CUSTW-04937,1264636.6,183410.96,High,Real Estate,Gold,5.08,0.63,687483.11,Human Financial Advisor
CUSTW-04938,4305834.5,227941.55,High,Real Estate,Mutual Funds,18.15,0.76,168503.81,Human Financial Advisor
CUSTW-04939,1399825.13,255090.48,Low,Cryptocurrency,Gold,46.2,0.36,290728.77,Human Financial Advisor
CUSTW-04940,4398111.34,411127.25,High,Cryptocurrency,Gold,5.73,0.66,16185.37,Robo-Advisor
CUSTW-04941,1431806.71,436223.51,Low,Cryptocurrency,Mutual Funds,16.8,0.58,150948.97,Robo-Advisor
CUSTW-04942,4694017.85,223272.06,Low,Mutual Funds,Stocks,30.64,0.98,320711.21,Human Financial Advisor
CUSTW-04943,1095143.72,425648.71,Moderate,Savings,Stocks,42.03,0.35,776640.68,Robo-Advisor
CUSTW-04944,4722016.68,110550.85,Low,Mutual Funds,Bonds,32.98,0.88,370121.11,Human Financial Advisor
CUSTW-04945,4502291.38,189470.75,Moderate,Real Estate,Cryptocurrency,22.59,0.45,686158.56,Robo-Advisor
CUSTW-04946,4800855.42,343487.5,Moderate,Savings,Mutual Funds,25.86,0.39,695405.14,Human Financial Advisor
CUSTW-04947,3920761.7,188413.81,Moderate,Cryptocurrency,Mutual Funds,24.61,0.4,127040.69,Robo-Advisor
CUSTW-04948,2722324.41,497712.13,High,Real Estate,Bonds,24.75,0.36,171305.49,None
CUSTW-04949,4839873.0,190063.68,Moderate,Bonds,Savings,46.9,0.31,845178.26,None
CUSTW-04950,3348095.64,374241.82,High,Cryptocurrency,Savings,47.57,0.56,697636.49,Human Financial Advisor
CUSTW-04951,1220166.48,260491.83,High,Cryptocurrency,Stocks,21.92,0.66,255838.95,Human Financial Advisor
CUSTW-04952,4318746.54,55781.07,Low,Gold,Savings,18.84,0.04,338241.38,Robo-Advisor
CUSTW-04953,2533366.22,198530.2,Low,Stocks,Real Estate,27.57,0.63,757940.3,Robo-Advisor
CUSTW-04954,619830.38,169731.25,Low,Real Estate,Savings,47.23,0.04,508155.55,None
CUSTW-04955,3457616.49,382789.0,High,Bonds,Mutual Funds,11.66,0.89,318612.37,Robo-Advisor
CUSTW-04956,4603721.99,186174.96,Low,Cryptocurrency,Bonds,17.21,0.1,552804.34,Robo-Advisor
CUSTW-04957,799257.54,359541.72,Moderate,Mutual Funds,Cryptocurrency,24.26,0.07,291811.24,Robo-Advisor
CUSTW-04958,4249507.21,368446.15,Moderate,Stocks,Bonds,43.37,0.0,257436.11,None
CUSTW-04959,2084930.47,185015.41,Low,Savings,Stocks,44.03,0.51,366812.53,None
CUSTW-04960,2249026.29,436258.77,High,Gold,Cryptocurrency,32.6,0.9,353515.92,None
CUSTW-04961,4926618.16,57466.65,High,Cryptocurrency,Bonds,42.13,0.65,791396.44,Robo-Advisor
CUSTW-04962,4305299.16,383508.38,Moderate,Gold,Mutual Funds,44.03,0.39,496323.7,Human Financial Advisor
CUSTW-04963,3925047.98,207599.02,High,Bonds,Cryptocurrency,46.34,0.7,474087.91,Human Financial Advisor
CUSTW-04964,143324.37,62223.56,Low,Mutual Funds,Bonds,47.59,0.66,674624.67,Robo-Advisor
CUSTW-04965,3673438.29,108748.9,Moderate,Mutual Funds,Gold,9.85,0.77,699137.7,Human Financial Advisor
CUSTW-04966,2696913.14,112746.95,Moderate,Cryptocurrency,Mutual Funds,43.43,0.37,882393.98,Human Financial Advisor
CUSTW-04967,2777277.32,269185.37,Moderate,Mutual Funds,Real Estate,29.62,0.69,625620.12,Human Financial Advisor
CUSTW-04968,4459864.3,322941.15,Low,Bonds,Stocks,27.46,0.16,94538.56,Human Financial Advisor
CUSTW-04969,3776643.15,457220.22,Moderate,Bonds,Gold,9.22,0.57,809214.62,Human Financial Advisor
CUSTW-04970,3285662.3,82522.37,Low,Stocks,Cryptocurrency,37.89,0.43,385698.65,Robo-Advisor
CUSTW-04971,2157743.02,444945.37,Low,Stocks,Cryptocurrency,27.02,0.41,855047.18,Human Financial Advisor
CUSTW-04972,4032307.17,379819.56,Low,Savings,Gold,5.7,0.21,865291.02,None
CUSTW-04973,4964421.51,351757.39,High,Bonds,Mutual Funds,41.6,0.17,435470.1,Human Financial Advisor
CUSTW-04974,2353762.7,448317.26,Moderate,Real Estate,Savings,14.64,0.4,547269.55,Robo-Advisor
CUSTW-04975,4268070.37,81368.93,High,Mutual Funds,Cryptocurrency,8.32,0.18,273865.27,Robo-Advisor
CUSTW-04976,4341975.58,320367.46,Moderate,Mutual Funds,Bonds,43.33,0.82,877983.37,None
CUSTW-04977,454104.19,290466.6,High,Stocks,Mutual Funds,12.96,0.71,612091.85,Human Financial Advisor
CUSTW-04978,2081696.4,410188.3,Low,Mutual Funds,Gold,40.04,0.18,818633.22,Human Financial Advisor
CUSTW-04979,3413519.67,497891.54,Moderate,Savings,Real Estate,38.37,0.85,228128.91,Human Financial Advisor
CUSTW-04980,4147842.4,278949.7,Low,Cryptocurrency,Gold,23.31,0.59,149609.71,None
CUSTW-04981,4960926.69,479533.09,Moderate,Savings,Bonds,18.63,0.26,167284.44,Robo-Advisor
CUSTW-04982,2434461.09,100341.32,Moderate,Cryptocurrency,Savings,28.6,0.87,438200.93,Human Financial Advisor
CUSTW-04983,4875787.87,459944.05,High,Cryptocurrency,Gold,40.82,0.65,998338.37,Human Financial Advisor
CUSTW-04984,1678236.45,298410.78,High,Cryptocurrency,Bonds,46.07,0.81,843571.92,Robo-Advisor
CUSTW-04985,1634274.26,120969.55,High,Mutual Funds,Stocks,10.74,0.66,375454.39,None
CUSTW-04986,2447843.08,267211.14,Low,Bonds,Cryptocurrency,29.43,0.36,795135.03,None
CUSTW-04987,792956.57,305810.27,Moderate,Gold,Mutual Funds,31.27,0.8,619651.26,Human Financial Advisor
CUSTW-04988,1481941.78,366137.78,Moderate,Savings,Gold,46.38,0.87,343154.09,None
CUSTW-04989,4450819.0,90599.48,Low,Real Estate,Gold,15.86,0.21,979298.31,Robo-Advisor
CUSTW-04990,4283627.52,276416.5,High,Mutual Funds,Cryptocurrency,47.46,0.04,555181.28,Human Financial Advisor
CUSTW-04991,20222.78,328436.0,High,Cryptocurrency,Savings,35.01,0.57,370279.59,Human Financial Advisor
CUSTW-04992,876762.25,48109.69,Low,Stocks,Cryptocurrency,21.7,0.35,883597.61,Robo-Advisor
CUSTW-04993,1887495.47,461921.71,Low,Savings,Gold,24.31,0.92,839454.31,None
CUSTW-04994,4935606.35,215765.18,High,Bonds,Savings,38.9,0.97,937911.52,Robo-Advisor
CUSTW-04995,4561276.48,223305.53,High,Real Estate,Stocks,16.76,0.74,287422.37,Human Financial Advisor
CUSTW-04996,3683645.3,461854.65,Moderate,Cryptocurrency,Savings,43.26,0.12,660118.91,Human Financial Advisor
CUSTW-04997,340078.33,102141.01,High,Gold,Savings,23.29,0.05,814656.64,None
CUSTW-04998,3364758.05,103393.06,Moderate,Cryptocurrency,Mutual Funds,8.6,0.07,856897.3,Human Financial Advisor
CUSTW-04999,915295.67,250460.93,High,Bonds,Cryptocurrency,29.22,0.24,413283.98,None
CUSTW-05000,2121800.79,261932.14,Low,Cryptocurrency,Stocks,43.97,0.32,815361.49,Human Financial Advisor
CUSTW-05001,4088068.7,377991.87,Low,Mutual Funds,Bonds,48.95,0.65,389284.93,Human Financial Advisor
CUSTW-05002,4538306.7,498794.99,Moderate,Gold,Real Estate,13.32,0.52,512835.03,Robo-Advisor
CUSTW-05003,88250.33,193549.25,Moderate,Gold,Savings,44.12,0.68,745643.88,Human Financial Advisor
CUSTW-05004,4173401.71,61775.45,Low,Stocks,Cryptocurrency,17.67,0.49,444478.95,Robo-Advisor
CUSTW-05005,3865293.13,372468.67,Low,Gold,Bonds,22.63,0.97,333547.22,None
CUSTW-05006,655089.32,284743.86,Moderate,Real Estate,Savings,44.98,0.04,561220.98,Human Financial Advisor
CUSTW-05007,493198.41,265468.06,Moderate,Mutual Funds,Stocks,33.32,0.39,256719.06,Robo-Advisor
CUSTW-05008,2526445.5,314481.78,Moderate,Cryptocurrency,Mutual Funds,42.21,0.15,639656.92,Human Financial Advisor
CUSTW-05009,3915626.44,472915.79,Low,Cryptocurrency,Bonds,24.27,0.97,653784.74,Robo-Advisor
CUSTW-05010,3777694.11,261883.07,Low,Gold,Mutual Funds,32.66,0.4,599325.49,None
CUSTW-05011,4815216.56,41506.77,Moderate,Cryptocurrency,Mutual Funds,13.47,0.11,17702.72,Human Financial Advisor
CUSTW-05012,3933531.08,210847.45,High,Mutual Funds,Cryptocurrency,24.87,0.03,148970.64,None
CUSTW-05013,4621719.8,422565.97,High,Gold,Cryptocurrency,14.68,0.61,843408.35,None
CUSTW-05014,2539645.04,271354.05,High,Real Estate,Stocks,42.77,0.18,407138.61,None
CUSTW-05015,4173447.47,162335.55,Low,Bonds,Savings,12.79,0.06,803031.32,Human Financial Advisor
CUSTW-05016,2900074.09,407724.04,Moderate,Bonds,Gold,17.74,0.18,752026.17,None
CUSTW-05017,972246.61,396959.19,High,Cryptocurrency,Stocks,20.32,0.51,807322.96,Robo-Advisor
CUSTW-05018,4770507.94,79326.14,Low,Stocks,Cryptocurrency,7.9,0.25,182749.87,Human Financial Advisor
CUSTW-05019,4380401.02,119490.05,Moderate,Stocks,Cryptocurrency,6.91,0.95,915135.79,None
CUSTW-05020,1159676.56,101604.24,Low,Savings,Real Estate,24.2,0.84,831468.67,Human Financial Advisor
CUSTW-05021,4500383.19,158326.83,Moderate,Mutual Funds,Cryptocurrency,43.05,0.13,176944.14,None
CUSTW-05022,820248.09,314914.14,Low,Mutual Funds,Gold,18.64,0.21,679439.38,None
CUSTW-05023,4379348.23,67278.56,High,Mutual Funds,Real Estate,48.19,0.94,242797.17,None
CUSTW-05024,1505518.82,309534.3,High,Bonds,Real Estate,34.1,0.15,410958.85,Human Financial Advisor
CUSTW-05025,576949.36,321894.23,Low,Real Estate,Savings,48.85,0.21,403671.73,Robo-Advisor
CUSTW-05026,1162450.92,47880.96,High,Bonds,Real Estate,46.22,0.6,537574.45,Robo-Advisor
CUSTW-05027,424288.42,234972.33,High,Bonds,Savings,47.78,0.88,240694.15,Human Financial Advisor
CUSTW-05028,2271783.4,257947.8,Low,Stocks,Real Estate,23.16,0.89,877691.81,Human Financial Advisor
CUSTW-05029,324849.93,139540.08,Moderate,Mutual Funds,Bonds,42.82,0.28,333778.88,None
CUSTW-05030,2578711.78,258563.16,High,Cryptocurrency,Savings,14.0,0.86,345869.51,Robo-Advisor
CUSTW-05031,345838.74,494123.37,Low,Cryptocurrency,Savings,12.67,0.52,795576.79,None
CUSTW-05032,3479027.36,73993.42,Low,Mutual Funds,Savings,18.59,0.44,452052.68,Robo-Advisor
CUSTW-05033,999151.59,412266.47,Moderate,Savings,Cryptocurrency,46.69,0.05,685304.63,Robo-Advisor
CUSTW-05034,2335655.56,67906.04,Low,Savings,Stocks,26.68,0.41,155834.36,Human Financial Advisor
CUSTW-05035,1664738.4,162734.04,Low,Mutual Funds,Savings,11.92,0.22,337155.11,None
CUSTW-05036,3870216.39,124291.45,Low,Mutual Funds,Cryptocurrency,20.25,0.67,500468.76,None
CUSTW-05037,575432.21,46032.7,Moderate,Gold,Bonds,7.84,0.31,71130.11,Robo-Advisor
CUSTW-05038,590069.31,415189.45,Moderate,Cryptocurrency,Bonds,32.02,0.51,178561.18,Robo-Advisor
CUSTW-05039,4050100.11,481607.96,Moderate,Bonds,Savings,15.61,0.41,474976.79,Human Financial Advisor
CUSTW-05040,3628833.97,405570.63,High,Savings,Bonds,47.76,0.84,489798.29,None
CUSTW-05041,1688676.28,251721.93,High,Cryptocurrency,Gold,17.18,0.26,747169.69,Robo-Advisor
CUSTW-05042,3977165.58,165562.47,High,Real Estate,Stocks,9.85,0.4,263045.45,Human Financial Advisor
CUSTW-05043,3982953.95,66645.93,Moderate,Savings,Mutual Funds,21.44,0.1,779105.73,Robo-Advisor
CUSTW-05044,3184928.19,211886.24,Moderate,Cryptocurrency,Mutual Funds,13.65,0.46,216599.15,Human Financial Advisor
CUSTW-05045,4527890.1,79740.95,Low,Gold,Mutual Funds,49.19,0.14,79638.73,None
CUSTW-05046,970203.94,454490.59,Low,Gold,Mutual Funds,45.5,0.98,221214.74,Robo-Advisor
CUSTW-05047,3264383.39,132871.7,Low,Bonds,Real Estate,43.7,0.81,100623.86,Robo-Advisor
CUSTW-05048,4521148.3,392427.13,Low,Real Estate,Stocks,5.98,0.73,715723.83,Robo-Advisor
CUSTW-05049,2090208.51,463813.17,Moderate,Mutual Funds,Real Estate,31.17,0.23,908967.43,Robo-Advisor
CUSTW-05050,732519.33,172186.09,Low,Real Estate,Mutual Funds,7.18,0.8,951649.99,Robo-Advisor
CUSTW-05051,587226.05,415552.22,High,Real Estate,Stocks,46.17,0.58,730688.94,Robo-Advisor
CUSTW-05052,4284703.85,257496.01,Low,Cryptocurrency,Bonds,28.94,0.13,794078.75,None
CUSTW-05053,4523850.77,495677.54,High,Stocks,Savings,6.65,0.7,592634.54,Human Financial Advisor
CUSTW-05054,1124523.5,57750.97,High,Cryptocurrency,Bonds,33.5,0.23,231290.67,Robo-Advisor
CUSTW-05055,3307973.0,236265.1,High,Stocks,Bonds,43.95,0.38,21757.49,Human Financial Advisor
